2021-04-01T00:17:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T00:05:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T00:42:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T00:36:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T00:38:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T12:46:00,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
2021-04-01T04:04:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-02T09:40:00,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
2021-04-01T12:13:00,,Baja,4-Baja,Unidad Control del Servicio,SOFTWARE FAILURE
2021-04-01T07:32:00,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2021-04-13T08:02:00,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
2021-04-01T08:58:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-05T12:28:00,,Media,3-Medio,Mantenimiento Comercial y CRM,ACCESS FAILURE
2021-04-05T08:54:00,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
2021-04-05T09:35:00,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
2021-04-05T08:55:00,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
2021-04-01T12:02:00,,Baja,4-Baja,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
2021-04-01T10:40:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-08T13:36:00,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2021-04-05T10:57:00,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
2021-04-06T10:32:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,PRINTING FAILURE
2021-04-06T11:39:00,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
2021-04-05T09:09:00,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
2021-04-01T14:08:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T23:36:00,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
2021-04-01T12:20:00,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
2021-04-05T09:02:00,,Media,3-Medio,Mantenimiento COBOL,PROCESS FAILURE
2021-04-01T13:31:00,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
2021-04-12T15:12:00,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
2021-04-29T10:48:00,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
2021-04-07T22:13:00,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
2021-04-05T14:26:00,,Media,3-Medio,Unidad Seguridad Informática,SECURITY ISSUE
2021-04-01T00:33:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-06T07:23:00,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
2021-04-01T00:51:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T00:52:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-05T11:34:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2021-04-01T01:27:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-05T12:58:00,,Media,3-Medio,Mantenimiento Movilidad,SOFTWARE FAILURE
2021-04-05T08:44:00,,Media,3-Medio,Unidad Control del Servicio,DEFAULT
2021-04-07T14:14:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
2021-04-01T06:14:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2021-04-01T07:31:00,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
2021-04-05T09:25:00,,Media,3-Medio,Mantenimiento Pasaje,ACCESS FAILURE
2021-04-01T10:00:00,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2021-04-02T15:52:00,,Baja,4-Baja,Unidad de Operaciones Ordenadores,DATA ISSUE
2021-04-07T06:53:00,,Baja,4-Baja,Unidad de Operaciones Ordenadores,DATA ISSUE
2021-04-01T09:33:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-09T13:32:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
,,Media,3-Medio,Unidad Control del Servicio,SECURITY ISSUE
2021-04-13T12:38:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,SECURITY ISSUE
2021-04-01T11:00:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T11:11:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T11:21:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-08T09:04:00,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
2021-04-08T08:02:00,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
2021-04-01T14:16:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-05T06:56:00,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
2021-04-09T10:43:00,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2021-04-01T15:18:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-04T04:16:00,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
2021-04-01T18:45:00,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
2021-04-01T13:25:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-12T12:50:00,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
2021-04-16T16:51:00,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,SOFTWARE FAILURE
2021-04-06T07:49:00,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,SOFTWARE FAILURE
2021-04-01T14:20:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-05T09:06:00,,Media,2-Alta,Mantenimiento Pasaje,SOFTWARE FAILURE
2021-04-01T15:03:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-09T08:01:00,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
2021-04-08T11:13:00,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
2021-04-16T15:00:00,,Media,3-Medio,Unidad Control del Servicio,SOFTWARE FAILURE
2021-04-12T22:46:00,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2021-04-05T09:25:00,,Media,3-Medio,Mantenimiento Pasaje,ACCESS FAILURE
2021-04-01T20:14:00,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
2021-04-05T06:57:00,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
2021-04-01T20:33:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T20:36:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T20:59:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-07T08:18:00,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
2021-04-05T14:01:00,,Media,3-Medio,Mantenimiento Aeropuertos,ACCESS FAILURE
2021-04-01T11:41:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:02:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T11:53:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T12:09:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T12:17:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T15:28:00,,Media,3-Medio,Mantenimiento Comercial y CRM,PERFORMANCE ISSUE
2021-04-01T12:54:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T13:52:00,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2021-04-07T13:48:00,,Media,3-Medio,Mantenimiento Comercial y CRM,SOFTWARE FAILURE
2021-04-01T16:46:00,,Media,3-Medio,MANTENIMIENTO IB.COM,DATA ISSUE
2021-04-01T13:32:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T12:39:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-02T15:09:00,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2021-04-05T15:04:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2021-04-07T12:46:00,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2021-04-01T15:24:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:09:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T13:29:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:45:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-05T16:05:00,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
2021-04-07T08:20:00,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
2021-04-07T08:22:00,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
2021-04-01T13:56:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:13:00,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
2021-04-02T09:31:00,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
2021-04-01T14:09:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:09:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:50:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:15:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:54:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T14:37:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-05T07:22:00,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
,,Baja,4-Baja,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
2021-04-01T17:07:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-14T10:29:00,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2021-04-05T09:03:00,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
2021-04-01T16:43:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T15:25:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-16T13:34:00,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
2021-04-05T12:29:00,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE
2021-04-01T16:44:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T16:35:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-07T12:48:00,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
2021-04-01T16:57:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-01T17:07:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2021-04-02T09:50:00,,Media,3-Medio,Mantenimiento Pasaje,DATA ISSUE
2021-04-06T10:34:00,,Media,3-Medio,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
2021-04-01T18:19:00,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2021-04-02T07:05:00,,Alta,2-Alta,Mantenimiento Aeropuertos,SOFTWARE FAILURE
2021-04-05T08:40:00,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
2021-04-07T16:11:00,,Baja,4-Baja,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2021-04-01T18:54:00,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
