01/04/2021 00:17,01/04/2021 00:17,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 00:05,01/04/2021 00:05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 00:42,01/04/2021 00:42,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 00:36,01/04/2021 00:36,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 00:38,01/04/2021 00:38,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 00:38,01/04/2021 12:46,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE,
01/04/2021 04:04,01/04/2021 04:04,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 04:31,02/04/2021 09:40,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE,
01/04/2021 05:46,01/04/2021 12:13,,Baja,4-Baja,Unidad Control del Servicio,SOFTWARE FAILURE,
01/04/2021 06:14,01/04/2021 07:32,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
01/04/2021 08:27,13/04/2021 08:02,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE,
01/04/2021 08:58,01/04/2021 08:58,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 11:22,05/04/2021 12:28,,Media,3-Medio,Mantenimiento Comercial y CRM,ACCESS FAILURE,
01/04/2021 09:01,05/04/2021 08:54,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE,
01/04/2021 10:07,05/04/2021 09:35,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE,
01/04/2021 09:11,05/04/2021 08:55,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE,
01/04/2021 09:31,01/04/2021 12:02,,Baja,4-Baja,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE,
01/04/2021 10:40,01/04/2021 10:40,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 12:13,08/04/2021 13:36,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE,
01/04/2021 10:13,05/04/2021 10:57,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE,
01/04/2021 10:53,06/04/2021 10:32,,Media,3-Medio,Unidad de Operaciones Ordenadores,PRINTING FAILURE,
01/04/2021 10:43,06/04/2021 11:39,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE,
01/04/2021 10:47,05/04/2021 09:09,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE,
01/04/2021 14:08,01/04/2021 14:08,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 11:02,01/04/2021 23:36,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE,
01/04/2021 11:12,01/04/2021 12:20,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE,
01/04/2021 11:19,05/04/2021 09:02,,Media,3-Medio,Mantenimiento COBOL,PROCESS FAILURE,
01/04/2021 11:22,01/04/2021 13:31,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE,
01/04/2021 11:36,12/04/2021 15:12,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE,
01/04/2021 11:45,29/04/2021 10:48,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE,
01/04/2021 11:46,07/04/2021 22:13,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE,
01/04/2021 00:14,05/04/2021 14:26,,Media,3-Medio,Unidad Seguridad Informática,SECURITY ISSUE,
01/04/2021 00:33,01/04/2021 00:33,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 01:02,06/04/2021 07:23,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE,
01/04/2021 00:51,01/04/2021 00:51,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 00:52,01/04/2021 00:52,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 00:53,05/04/2021 11:34,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
01/04/2021 01:27,01/04/2021 01:27,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 01:07,05/04/2021 12:58,,Media,3-Medio,Mantenimiento Movilidad,SOFTWARE FAILURE,
01/04/2021 03:32,05/04/2021 08:44,,Media,3-Medio,Unidad Control del Servicio,DEFAULT,
01/04/2021 03:58,07/04/2021 14:14,,Media,3-Medio,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE,
01/04/2021 04:23,01/04/2021 06:14,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
01/04/2021 07:31,01/04/2021 07:31,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE,
01/04/2021 09:44,05/04/2021 09:25,,Media,3-Medio,Mantenimiento Pasaje,ACCESS FAILURE,
01/04/2021 07:47,01/04/2021 10:00,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE,
01/04/2021 08:20,02/04/2021 15:52,,Baja,4-Baja,Unidad de Operaciones Ordenadores,DATA ISSUE,
01/04/2021 08:29,07/04/2021 06:53,,Baja,4-Baja,Unidad de Operaciones Ordenadores,DATA ISSUE,
01/04/2021 09:33,01/04/2021 09:33,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE,
01/04/2021 10:21,09/04/2021 13:32,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE,
01/04/2021 10:21,,,Media,3-Medio,Unidad Control del Servicio,SECURITY ISSUE,
01/04/2021 10:23,13/04/2021 12:38,,Media,3-Medio,Unidad de Operaciones Ordenadores,SECURITY ISSUE,
